Código Distrito,Descritivo Distrito,Código Concelho,Descritivo Concelho,Código Freguesia,Descritivo abreviado da Freguesia,Descritivo completo da Freguesia,CodSF,Descritivo do SF
18,VISEU                         ,22,VILA NOVA DE PAIVA            ,05,TOURO                                             ,TOURO                                             ,2712,VILA NOVA DE PAIVA            
18,VISEU                         ,22,VILA NOVA DE PAIVA            ,06,VILA COVA A COELHEIRA                             ,VILA COVA A COELHEIRA                             ,2712,VILA NOVA DE PAIVA            
18,VISEU                         ,22,VILA NOVA DE PAIVA            ,08,"VILA NOVA DE PAIVA, ALHAIS E FRÁGUAS              ","UNIÃO DAS FREGUESIAS DE VILA NOVA DE PAIVA, ALHAIS E FRÁGUAS",2712,VILA NOVA DE PAIVA            
18,VISEU                         ,23,VISEU                         ,01,ABRAVESES                                         ,ABRAVESES                                         ,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,04,BODIOSA                                           ,BODIOSA                                           ,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,05,CALDE                                             ,CALDE                                             ,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,06,CAMPO                                             ,CAMPO                                             ,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,07,CAVERNÃES                                         ,CAVERNÃES                                         ,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,10,COTA                                              ,COTA                                              ,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,15,FRAGOSELA                                         ,FRAGOSELA                                         ,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,16,LORDOSA                                           ,LORDOSA                                           ,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,17,SILGUEIROS                                        ,SILGUEIROS                                        ,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,18,MUNDÃO                                            ,MUNDÃO                                            ,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,19,ORGENS                                            ,ORGENS                                            ,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,20,POVOLIDE                                          ,POVOLIDE                                          ,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,21,RANHADOS                                          ,RANHADOS                                          ,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,22,RIBAFEITA                                         ,RIBAFEITA                                         ,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,23,RIO DE LOBA                                       ,RIO DE LOBA                                       ,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,25,SANTOS EVOS                                       ,SANTOS EVOS                                       ,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,27,S. JOÃO DE LOUROSA                                ,S. JOÃO DE LOUROSA                                ,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,29,S. PEDRO DE FRANCE                                ,S. PEDRO DE FRANCE                                ,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,35,BARREIROS E CEPÕES                                ,UNIÃO DAS FREGUESIAS DE BARREIROS E CEPÕES,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,36,"BOA ALDEIA, FARMINHÃO E TORREDEITA                ","UNIÃO DAS FREGUESIAS DE BOA ALDEIA, FARMINHÃO E TORREDEITA",2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,37,COUTO DE BAIXO E COUTO DE CIMA                    ,UNIÃO DAS FREGUESIAS DE COUTO DE BAIXO E COUTO DE CIMA,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,38,FAÍL E VILA CHÃ DE SÁ                             ,UNIÃO DAS FREGUESIAS DE FAÍL E VILA CHÃ DE SÁ,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,39,REPESES E SÃO SALVADOR                            ,UNIÃO DAS FREGUESIAS DE REPESES E SÃO SALVADOR,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,40,SÃO CIPRIANO E VIL DE SOUTO                       ,UNIÃO DAS FREGUESIAS DE SÃO CIPRIANO E VIL DE SOUTO,2720,VISEU                         
18,VISEU                         ,23,VISEU                         ,41,VISEU                                             ,UNIÃO DAS FREGUESIAS DE VISEU,2720,VISEU                         
18,VISEU                         ,24,VOUZELA                       ,01,ALCOFRA                                           ,ALCOFRA                                           ,2739,VOUZELA                       
18,VISEU                         ,24,VOUZELA                       ,03,CAMPIA                                            ,CAMPIA                                            ,2739,VOUZELA                       
18,VISEU                         ,24,VOUZELA                       ,07,FORNELO DO MONTE                                  ,FORNELO DO MONTE                                  ,2739,VOUZELA                       
18,VISEU                         ,24,VOUZELA                       ,09,QUEIRÃ                                            ,QUEIRÃ                                            ,2739,VOUZELA                       
18,VISEU                         ,24,VOUZELA                       ,10,S. MIGUEL DO MATO                                 ,S. MIGUEL DO MATO                                 ,2739,VOUZELA                       
18,VISEU                         ,24,VOUZELA                       ,11,VENTOSA                                           ,VENTOSA                                           ,2739,VOUZELA                       
18,VISEU                         ,24,VOUZELA                       ,13,CAMBRA E CARVALHAL DE VERMILHAS                   ,UNIÃO DAS FREGUESIAS DE CAMBRA E CARVALHAL DE VERMILHAS,2739,VOUZELA                       
18,VISEU                         ,24,VOUZELA                       ,14,FATAUNÇOS E FIGUEIREDO DAS DONAS                  ,UNIÃO DAS FREGUESIAS DE FATAUNÇOS E FIGUEIREDO DAS DONAS,2739,VOUZELA                       
18,VISEU                         ,24,VOUZELA                       ,15,VOUZELA E PAÇOS DE VILHARIGUES                    ,UNIÃO DAS FREGUESIAS DE VOUZELA E PAÇOS DE VILHARIGUES,2739,VOUZELA                       
19,ANGRA DO HEROISMO             ,01,ANGRA DO HEROISMO             ,01,ALTARES                                           ,ALTARES                                           ,2747,ANGRA DO HEROISMO             
19,ANGRA DO HEROISMO             ,01,ANGRA DO HEROISMO             ,02,DOZE RIBEIRAS                                     ,DOZE RIBEIRAS                                     ,2747,ANGRA DO HEROISMO             
19,ANGRA DO HEROISMO             ,01,ANGRA DO HEROISMO             ,03,FETEIRA                                           ,FETEIRA                                           ,2747,ANGRA DO HEROISMO             
19,ANGRA DO HEROISMO             ,01,ANGRA DO HEROISMO             ,04,ANGRA (NOSSA SENHORA DA CONCEIÇÃO)                ,ANGRA (NOSSA SENHORA DA CONCEIÇÃO)                ,2747,ANGRA DO HEROISMO             
19,ANGRA DO HEROISMO             ,01,ANGRA DO HEROISMO             ,05,CINCO RIBEIRAS                                    ,CINCO RIBEIRAS                                    ,2747,ANGRA DO HEROISMO             
19,ANGRA DO HEROISMO             ,01,ANGRA DO HEROISMO             ,06,PORTO JUDEU                                       ,PORTO JUDEU                                       ,2747,ANGRA DO HEROISMO             
19,ANGRA DO HEROISMO             ,01,ANGRA DO HEROISMO             ,07,RAMINHO                                           ,RAMINHO                                           ,2747,ANGRA DO HEROISMO             
19,ANGRA DO HEROISMO             ,01,ANGRA DO HEROISMO             ,08,RIBEIRINHA                                        ,RIBEIRINHA                                        ,2747,ANGRA DO HEROISMO             
19,ANGRA DO HEROISMO             ,01,ANGRA DO HEROISMO             ,09,SANTA BARBARA                                     ,SANTA BARBARA                                     ,2747,ANGRA DO HEROISMO             
19,ANGRA DO HEROISMO             ,01,ANGRA DO HEROISMO             ,10,ANGRA (SANTA LUZIA)                               ,ANGRA (SANTA LUZIA)                               ,2747,ANGRA DO HEROISMO             
19,ANGRA DO HEROISMO             ,01,ANGRA DO HEROISMO             ,11,S. BARTOLOMEU DE REGATOS                          ,S. BARTOLOMEU DE REGATOS                          ,2747,ANGRA DO HEROISMO             
19,ANGRA DO HEROISMO             ,01,ANGRA DO HEROISMO             ,12,S. BENTO                                          ,S. BENTO                                          ,2747,ANGRA DO HEROISMO             
19,ANGRA DO HEROISMO             ,01,ANGRA DO HEROISMO             ,13,S. MATEUS DA CALHETA                              ,S. MATEUS DA CALHETA                              ,2747,ANGRA DO HEROISMO             
19,ANGRA DO HEROISMO             ,01,ANGRA DO HEROISMO             ,14,ANGRA (S. PEDRO)                                  ,ANGRA (S. PEDRO)                                  ,2747,ANGRA DO HEROISMO             
19,ANGRA DO HEROISMO             ,01,ANGRA DO HEROISMO             ,15,S. SEBASTIÃO                                      ,S. SEBASTIÃO                                      ,2747,ANGRA DO HEROISMO             
19,ANGRA DO HEROISMO             ,01,ANGRA DO HEROISMO             ,16,ANGRA (SE)                                        ,ANGRA (SE)                                        ,2747,ANGRA DO HEROISMO             
19,ANGRA DO HEROISMO             ,01,ANGRA DO HEROISMO             ,17,SERRETA                                           ,SERRETA                                           ,2747,ANGRA DO HEROISMO             
19,ANGRA DO HEROISMO             ,01,ANGRA DO HEROISMO             ,18,TERRA CHÃ                                         ,TERRA CHÃ                                         ,2747,ANGRA DO HEROISMO             
19,ANGRA DO HEROISMO             ,01,ANGRA DO HEROISMO             ,19,POSTO SANTO                                       ,POSTO SANTO                                       ,2747,ANGRA DO HEROISMO             
19,ANGRA DO HEROISMO             ,02,CALHETA (AÇORES)              ,01,CALHETA                                           ,CALHETA                                           ,2755,CALHETA ( S.JORGE )           
19,ANGRA DO HEROISMO             ,02,CALHETA (AÇORES)              ,02,NORTE PEQUENO                                     ,NORTE PEQUENO                                     ,2755,CALHETA ( S.JORGE )           
19,ANGRA DO HEROISMO             ,02,CALHETA (AÇORES)              ,03,TOPO (NOSSA SENHORA DO ROSARIO)                   ,TOPO (NOSSA SENHORA DO ROSARIO)                   ,2755,CALHETA ( S.JORGE )           
19,ANGRA DO HEROISMO             ,02,CALHETA (AÇORES)              ,04,RIBEIRA SECA                                      ,RIBEIRA SECA                                      ,2755,CALHETA ( S.JORGE )           
19,ANGRA DO HEROISMO             ,02,CALHETA (AÇORES)              ,05,SANTO ANTÃO                                       ,SANTO ANTÃO                                       ,2755,CALHETA ( S.JORGE )           
19,ANGRA DO HEROISMO             ,03,SANTA CRUZ DA GRACIOSA        ,01,GUADALUPE                                         ,GUADALUPE                                         ,2771,S.CRUZ DA GRACIOSA            
19,ANGRA DO HEROISMO             ,03,SANTA CRUZ DA GRACIOSA        ,02,LUZ                                               ,LUZ                                               ,2771,S.CRUZ DA GRACIOSA            
19,ANGRA DO HEROISMO             ,03,SANTA CRUZ DA GRACIOSA        ,03,SANTA CRUZ DA GRACIOSA                            ,SANTA CRUZ DA GRACIOSA                            ,2771,S.CRUZ DA GRACIOSA            
19,ANGRA DO HEROISMO             ,03,SANTA CRUZ DA GRACIOSA        ,04,SÃO MATEUS                                        ,SÃO MATEUS                                        ,2771,S.CRUZ DA GRACIOSA            
19,ANGRA DO HEROISMO             ,04,VELAS                         ,01,NORTE GRANDE (NEVES)                              ,NORTE GRANDE (NEVES)                              ,2780,VELAS                         
19,ANGRA DO HEROISMO             ,04,VELAS                         ,02,ROSAIS                                            ,ROSAIS                                            ,2780,VELAS                         
19,ANGRA DO HEROISMO             ,04,VELAS                         ,03,MANADAS (SANTA BARBARA)                           ,MANADAS (SANTA BARBARA)                           ,2780,VELAS                         
19,ANGRA DO HEROISMO             ,04,VELAS                         ,04,SANTO AMARO                                       ,SANTO AMARO                                       ,2780,VELAS                         
19,ANGRA DO HEROISMO             ,04,VELAS                         ,05,VELAS (S. JORGE)                                  ,VELAS (S. JORGE)                                  ,2780,VELAS                         
19,ANGRA DO HEROISMO             ,04,VELAS                         ,06,URZELINA (S. MATEUS)                              ,URZELINA (S. MATEUS)                              ,2780,VELAS                         
19,ANGRA DO HEROISMO             ,05,VILA PRAIA DA VITORIA         ,01,AGUALVA                                           ,AGUALVA                                           ,2763,PRAIA DA VITORIA              
19,ANGRA DO HEROISMO             ,05,VILA PRAIA DA VITORIA         ,02,BISCOITOS                                         ,BISCOITOS                                         ,2763,PRAIA DA VITORIA              
19,ANGRA DO HEROISMO             ,05,VILA PRAIA DA VITORIA         ,03,CABO DA PRAIA                                     ,CABO DA PRAIA                                     ,2763,PRAIA DA VITORIA              
19,ANGRA DO HEROISMO             ,05,VILA PRAIA DA VITORIA         ,04,FONTE DO BASTARDO                                 ,FONTE DO BASTARDO                                 ,2763,PRAIA DA VITORIA              
19,ANGRA DO HEROISMO             ,05,VILA PRAIA DA VITORIA         ,05,FONTINHAS                                         ,FONTINHAS                                         ,2763,PRAIA DA VITORIA              
19,ANGRA DO HEROISMO             ,05,VILA PRAIA DA VITORIA         ,06,LAJES                                             ,LAJES                                             ,2763,PRAIA DA VITORIA              
19,ANGRA DO HEROISMO             ,05,VILA PRAIA DA VITORIA         ,07,QUATRO RIBEIRAS                                   ,QUATRO RIBEIRAS                                   ,2763,PRAIA DA VITORIA              
19,ANGRA DO HEROISMO             ,05,VILA PRAIA DA VITORIA         ,08,PRAIA DA VITORIA (SANTA CRUZ)                     ,PRAIA DA VITORIA (SANTA CRUZ)                     ,2763,PRAIA DA VITORIA              
19,ANGRA DO HEROISMO             ,05,VILA PRAIA DA VITORIA         ,09,S. BRAS                                           ,S. BRAS                                           ,2763,PRAIA DA VITORIA              
19,ANGRA DO HEROISMO             ,05,VILA PRAIA DA VITORIA         ,10,VILA NOVA                                         ,VILA NOVA                                         ,2763,PRAIA DA VITORIA              
19,ANGRA DO HEROISMO             ,05,VILA PRAIA DA VITORIA         ,11,PORTO MARTINS                                     ,PORTO MARTINS                                     ,2763,PRAIA DA VITORIA              
20,HORTA                         ,01,CORVO                         ,01,CORVO                                             ,CORVO                                             ,2909,CORVO                         
20,HORTA                         ,02,HORTA                         ,01,HORTA (ANGUSTIAS)                                 ,HORTA (ANGUSTIAS)                                 ,2917,HORTA                         
20,HORTA                         ,02,HORTA                         ,02,CAPELO                                            ,CAPELO                                            ,2917,HORTA                         
20,HORTA                         ,02,HORTA                         ,03,CASTELO BRANCO                                    ,CASTELO BRANCO                                    ,2917,HORTA                         
20,HORTA                         ,02,HORTA                         ,04,CEDROS                                            ,CEDROS                                            ,2917,HORTA                         
20,HORTA                         ,02,HORTA                         ,05,HORTA (CONCEIÇÃO)                                 ,HORTA (CONCEIÇÃO)                                 ,2917,HORTA                         
20,HORTA                         ,02,HORTA                         ,06,FETEIRA                                           ,FETEIRA                                           ,2917,HORTA                         
20,HORTA                         ,02,HORTA                         ,07,FLAMENGOS                                         ,FLAMENGOS                                         ,2917,HORTA                         
20,HORTA                         ,02,HORTA                         ,08,HORTA (MATRIZ)                                    ,HORTA (MATRIZ)                                    ,2917,HORTA                         
20,HORTA                         ,02,HORTA                         ,09,PEDRO MIGUEL                                      ,PEDRO MIGUEL                                      ,2917,HORTA                         
20,HORTA                         ,02,HORTA                         ,10,PRAIA DO ALMOXARIFE                               ,PRAIA DO ALMOXARIFE                               ,2917,HORTA                         
20,HORTA                         ,02,HORTA                         ,11,PRAIA DO NORTE                                    ,PRAIA DO NORTE                                    ,2917,HORTA                         
20,HORTA                         ,02,HORTA                         ,12,RIBEIRINHA                                        ,RIBEIRINHA                                        ,2917,HORTA                         
20,HORTA                         ,02,HORTA                         ,13,SALÃO                                             ,SALÃO                                             ,2917,HORTA                         
20,HORTA                         ,03,LAJES DAS FLORES              ,01,FAJÃ GRANDE                                       ,FAJÃ GRANDE                                       ,2925,LAJES DAS FLORES              
20,HORTA                         ,03,LAJES DAS FLORES              ,02,FAJÃZINHA                                         ,FAJÃZINHA                                         ,2925,LAJES DAS FLORES              
20,HORTA                         ,03,LAJES DAS FLORES              ,03,FAZENDA                                           ,FAZENDA                                           ,2925,LAJES DAS FLORES              
20,HORTA                         ,03,LAJES DAS FLORES              ,04,LAJEDO                                            ,LAJEDO                                            ,2925,LAJES DAS FLORES              
20,HORTA                         ,03,LAJES DAS FLORES              ,05,LAJES DAS FLORES                                  ,LAJES DAS FLORES                                  ,2925,LAJES DAS FLORES              
20,HORTA                         ,03,LAJES DAS FLORES              ,06,LOMBA                                             ,LOMBA                                             ,2925,LAJES DAS FLORES              
20,HORTA                         ,03,LAJES DAS FLORES              ,07,MOSTEIRO                                          ,MOSTEIRO                                          ,2925,LAJES DAS FLORES              
20,HORTA                         ,04,LAJES DO PICO                 ,01,CALHETA DE NESQUIM                                ,CALHETA DE NESQUIM                                ,2933,LAGES DO PICO                 
20,HORTA                         ,04,LAJES DO PICO                 ,02,LAJES DO PICO                                     ,LAJES DO PICO                                     ,2933,LAGES DO PICO                 
20,HORTA                         ,04,LAJES DO PICO                 ,03,PIEDADE                                           ,PIEDADE                                           ,2933,LAGES DO PICO                 
20,HORTA                         ,04,LAJES DO PICO                 ,04,RIBEIRAS                                          ,RIBEIRAS                                          ,2933,LAGES DO PICO                 
20,HORTA                         ,04,LAJES DO PICO                 ,05,S. JOÃO                                           ,S. JOÃO                                           ,2933,LAGES DO PICO                 
20,HORTA                         ,04,LAJES DO PICO                 ,06,RIBEIRINHA                                        ,RIBEIRINHA                                        ,2933,LAGES DO PICO                 
20,HORTA                         ,05,MADALENA                      ,01,BANDEIRAS                                         ,BANDEIRAS                                         ,2941,MADALENA                      
20,HORTA                         ,05,MADALENA                      ,02,CANDELARIA                                        ,CANDELARIA                                        ,2941,MADALENA                      
20,HORTA                         ,05,MADALENA                      ,03,CRIAÇÃO VELHA                                     ,CRIAÇÃO VELHA                                     ,2941,MADALENA                      
20,HORTA                         ,05,MADALENA                      ,04,MADALENA                                          ,MADALENA                                          ,2941,MADALENA                      
20,HORTA                         ,05,MADALENA                      ,05,S. CAETANO                                        ,S. CAETANO                                        ,2941,MADALENA                      
20,HORTA                         ,05,MADALENA                      ,06,S. MATEUS                                         ,S. MATEUS                                         ,2941,MADALENA                      
20,HORTA                         ,06,SANTA CRUZ DAS FLORES         ,01,CAVEIRA                                           ,CAVEIRA                                           ,2968,S.CRUZ DAS FLORES             
20,HORTA                         ,06,SANTA CRUZ DAS FLORES         ,02,CEDROS                                            ,CEDROS                                            ,2968,S.CRUZ DAS FLORES             
20,HORTA                         ,06,SANTA CRUZ DAS FLORES         ,03,PONTA DELGADA                                     ,PONTA DELGADA                                     ,2968,S.CRUZ DAS FLORES             
20,HORTA                         ,06,SANTA CRUZ DAS FLORES         ,04,SANTA CRUZ DAS FLORES                             ,SANTA CRUZ DAS FLORES                             ,2968,S.CRUZ DAS FLORES             
20,HORTA                         ,07,S. ROQUE DO PICO              ,01,PRAINHA                                           ,PRAINHA                                           ,2950,S.ROQUE DO PICO               
20,HORTA                         ,07,S. ROQUE DO PICO              ,02,SANTA LUZIA                                       ,SANTA LUZIA                                       ,2950,S.ROQUE DO PICO               
20,HORTA                         ,07,S. ROQUE DO PICO              ,03,SANTO AMARO                                       ,SANTO AMARO                                       ,2950,S.ROQUE DO PICO               
20,HORTA                         ,07,S. ROQUE DO PICO              ,04,SANTO ANTONIO                                     ,SANTO ANTONIO                                     ,2950,S.ROQUE DO PICO               
20,HORTA                         ,07,S. ROQUE DO PICO              ,05,S. ROQUE DO PICO                                  ,S. ROQUE DO PICO                                  ,2950,S.ROQUE DO PICO               
21,PONTA DELGADA                 ,01,LAGOA (AÇORES)                ,01,AGUA DE PAU                                       ,AGUA DE PAU                                       ,2976,LAGOA (S. MIGUEL)             
21,PONTA DELGADA                 ,01,LAGOA (AÇORES)                ,02,LAGOA (NOSSA SENHORA DO ROSARIO)                  ,LAGOA (NOSSA SENHORA DO ROSARIO)                  ,2976,LAGOA (S. MIGUEL)             
21,PONTA DELGADA                 ,01,LAGOA (AÇORES)                ,03,RIBEIRA CHÃ                                       ,RIBEIRA CHÃ                                       ,2976,LAGOA (S. MIGUEL)             
21,PONTA DELGADA                 ,01,LAGOA (AÇORES)                ,04,LAGOA (SANTA CRUZ)                                ,LAGOA (SANTA CRUZ)                                ,2976,LAGOA (S. MIGUEL)             
21,PONTA DELGADA                 ,01,LAGOA (AÇORES)                ,05,CABOUCO                                           ,CABOUCO                                           ,2976,LAGOA (S. MIGUEL)             
21,PONTA DELGADA                 ,02,NORDESTE                      ,01,ACHADA                                            ,ACHADA                                            ,2984,NORDESTE                      
21,PONTA DELGADA                 ,02,NORDESTE                      ,02,ACHADINHA                                         ,ACHADINHA                                         ,2984,NORDESTE                      
21,PONTA DELGADA                 ,02,NORDESTE                      ,03,LOMBA DA FAZENDA                                  ,LOMBA DA FAZENDA                                  ,2984,NORDESTE                      
21,PONTA DELGADA                 ,02,NORDESTE                      ,04,NORDESTE                                          ,NORDESTE                                          ,2984,NORDESTE                      
21,PONTA DELGADA                 ,02,NORDESTE                      ,06,SANTANA                                           ,SANTANA                                           ,2984,NORDESTE                      
21,PONTA DELGADA                 ,02,NORDESTE                      ,07,SALGA                                             ,SALGA                                             ,2984,NORDESTE                      
21,PONTA DELGADA                 ,02,NORDESTE                      ,08,ALGARVIA                                          ,ALGARVIA                                          ,2984,NORDESTE                      
21,PONTA DELGADA                 ,02,NORDESTE                      ,09,SANTO ANTONIO DE NORDESTINHO                      ,SANTO ANTONIO DE NORDESTINHO                      ,2984,NORDESTE                      
21,PONTA DELGADA                 ,02,NORDESTE                      ,10,SAO PEDRO DE NORDESTINHO                          ,SAO PEDRO DE NORDESTINHO                          ,2984,NORDESTE                      
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,01,ARRIFES                                           ,ARRIFES                                           ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,03,CANDELARIA                                        ,CANDELARIA                                        ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,04,CAPELAS                                           ,CAPELAS                                           ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,05,FAJÃ DE BAIXO                                     ,FAJÃ DE BAIXO                                     ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,06,FAJÃ DE CIMA                                      ,FAJÃ DE CIMA                                      ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,07,FENAIS DA LUZ                                     ,FENAIS DA LUZ                                     ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,08,FETEIRAS                                          ,FETEIRAS                                          ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,09,GINETES                                           ,GINETES                                           ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,10,ROSTO DO CÃO (LIVRAMENTO)                         ,ROSTO DO CÃO (LIVRAMENTO)                         ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,11,MOSTEIROS                                         ,MOSTEIROS                                         ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,12,PONTA DELGADA (SÃO SEBASTIÃO)                     ,PONTA DELGADA (SÃO SEBASTIÃO)                     ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,13,RELVA                                             ,RELVA                                             ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,14,REMEDIOS                                          ,REMEDIOS                                          ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,15,SANTO ANTONIO                                     ,SANTO ANTONIO                                     ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,16,PONTA DELGADA (S. JOSE)                           ,PONTA DELGADA (S. JOSE)                           ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,17,PONTA DELGADA (S. PEDRO)                          ,PONTA DELGADA (S. PEDRO)                          ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,18,ROSTO DO CÃO (S. ROQUE)                           ,ROSTO DO CÃO (S. ROQUE)                           ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,19,S. VICENTE FERREIRA                               ,S. VICENTE FERREIRA                               ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,20,SETE CIDADES                                      ,SETE CIDADES                                      ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,21,COVOADA                                           ,COVOADA                                           ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,22,SANTA BARBARA                                     ,SANTA BARBARA                                     ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,23,AJUDA DA BRETANHA                                 ,AJUDA DA BRETANHA                                 ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,24,PILAR DA BRETANHA                                 ,PILAR DA BRETANHA                                 ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,03,PONTA DELGADA                 ,25,SANTA CLARA                                       ,SANTA CLARA                                       ,2992,PONTA DELGADA                 
21,PONTA DELGADA                 ,04,POVOAÇÃO                      ,01,AGUA RETORTA                                      ,AGUA RETORTA                                      ,3000,POVOACAO                      
21,PONTA DELGADA                 ,04,POVOAÇÃO                      ,02,FAIAL DA TERRA                                    ,FAIAL DA TERRA                                    ,3000,POVOACAO                      
21,PONTA DELGADA                 ,04,POVOAÇÃO                      ,03,NOSSA SENHORA DOS REMEDIOS                        ,NOSSA SENHORA DOS REMEDIOS                        ,3000,POVOACAO                      
21,PONTA DELGADA                 ,04,POVOAÇÃO                      ,04,FURNAS                                            ,FURNAS                                            ,3000,POVOACAO                      
21,PONTA DELGADA                 ,04,POVOAÇÃO                      ,05,POVOAÇÃO                                          ,POVOAÇÃO                                          ,3000,POVOACAO                      
21,PONTA DELGADA                 ,04,POVOAÇÃO                      ,06,RIBEIRA QUENTE                                    ,RIBEIRA QUENTE                                    ,3000,POVOACAO                      
21,PONTA DELGADA                 ,05,RIBEIRA GRANDE                ,01,CALHETAS                                          ,CALHETAS                                          ,3018,RIBEIRA GRANDE                
21,PONTA DELGADA                 ,05,RIBEIRA GRANDE                ,02,RIBEIRA GRANDE (CONCEIÇÃO)                        ,RIBEIRA GRANDE (CONCEIÇÃO)                        ,3018,RIBEIRA GRANDE                
21,PONTA DELGADA                 ,05,RIBEIRA GRANDE                ,03,FENAIS DA AJUDA                                   ,FENAIS DA AJUDA                                   ,3018,RIBEIRA GRANDE                
21,PONTA DELGADA                 ,05,RIBEIRA GRANDE                ,04,LOMBA DA MAIA                                     ,LOMBA DA MAIA                                     ,3018,RIBEIRA GRANDE                
21,PONTA DELGADA                 ,05,RIBEIRA GRANDE                ,05,MAIA                                              ,MAIA                                              ,3018,RIBEIRA GRANDE                
21,PONTA DELGADA                 ,05,RIBEIRA GRANDE                ,06,PICO DA PEDRA                                     ,PICO DA PEDRA                                     ,3018,RIBEIRA GRANDE                
21,PONTA DELGADA                 ,05,RIBEIRA GRANDE                ,07,PORTO FORMOSO                                     ,PORTO FORMOSO                                     ,3018,RIBEIRA GRANDE                
21,PONTA DELGADA                 ,05,RIBEIRA GRANDE                ,08,RABO DE PEIXE                                     ,RABO DE PEIXE                                     ,3018,RIBEIRA GRANDE                
21,PONTA DELGADA                 ,05,RIBEIRA GRANDE                ,09,RIBEIRA GRANDE (MATRIZ)                           ,RIBEIRA GRANDE (MATRIZ)                           ,3018,RIBEIRA GRANDE                
21,PONTA DELGADA                 ,05,RIBEIRA GRANDE                ,10,RIBEIRA SECA                                      ,RIBEIRA SECA                                      ,3018,RIBEIRA GRANDE                
21,PONTA DELGADA                 ,05,RIBEIRA GRANDE                ,11,RIBEIRINHA                                        ,RIBEIRINHA                                        ,3018,RIBEIRA GRANDE                
21,PONTA DELGADA                 ,05,RIBEIRA GRANDE                ,12,SANTA BARBARA                                     ,SANTA BARBARA                                     ,3018,RIBEIRA GRANDE                
21,PONTA DELGADA                 ,05,RIBEIRA GRANDE                ,13,LOMBA DE S. PEDRO                                 ,LOMBA DE S. PEDRO                                 ,3018,RIBEIRA GRANDE                
21,PONTA DELGADA                 ,05,RIBEIRA GRANDE                ,14,S. BRAS                                           ,S. BRAS                                           ,3018,RIBEIRA GRANDE                
